pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
54936,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR28950CE,CE,NIFTY30MAR2628950.00CE,,26000,,,,,,5,65,1459348200,-1,2,2895000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54471,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR22300PE,PE,NIFTY30MAR2622300.00PE,,26000,,,,,,5,65,1459348200,-1,2,2230000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,50.0,Cash,,1,1,1801.0,65,0.0,2050.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55012,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR29650CE,CE,NIFTY30MAR2629650.00CE,,26000,,,,,,5,65,1459348200,-1,2,2965000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54746,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR27450CE,CE,NIFTY30MAR2627450.00CE,,26000,,,,,,5,65,1459348200,-1,2,2745000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,775.0,Cash,,0,1,1801.0,65,28990.0,2775.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54727,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26900PE,PE,NIFTY30MAR2626900.00PE,,26000,,,,,,5,65,1459348200,-1,2,2690000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,192640.0,Cash,,0,1,1801.0,65,6760.0,246905.0,138375.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54413,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR20800CE,CE,NIFTY30MAR2620800.00CE,,26000,,,,,,5,65,1459348200,-1,2,2080000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,415770.0,Cash,,1,1,1801.0,65,0.0,471680.0,359860.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54554,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24450CE,CE,NIFTY30MAR2624450.00CE,,26000,,,,,,5,65,1459348200,-1,2,2445000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,77615.0,Cash,,0,1,1801.0,65,12350.0,117555.0,37675.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54500,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23100CE,CE,NIFTY30MAR2623100.00CE,,26000,,,,,,5,65,1459348200,-1,2,2310000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,185000.0,Cash,,0,1,1801.0,65,3380.0,239720.0,130280.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62902,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR13000CE,CE,NIFTY30MAR2613000.00CE,,26000,,,,,,5,65,1459348200,-1,2,1300000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,1192530.0,Cash,,1,1,1801.0,65,0.0,1248440.0,1136620.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55160,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR31100CE,CE,NIFTY30MAR2631100.00CE,,26000,,,,,,5,65,1459348200,-1,2,3110000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54419,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR20950CE,CE,NIFTY30MAR2620950.00CE,,26000,,,,,,5,65,1459348200,-1,2,2095000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,400835.0,Cash,,1,1,1801.0,65,0.0,456745.0,344925.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
41205,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR19650CE,CE,NIFTY30MAR2619650.00CE,,26000,,,,,,5,65,1459348200,-1,2,1965000.0,NSE,OPTIDX,1459348200,1454457600,1459348200,1454457600,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,530260.0,Cash,,1,1,1801.0,65,0.0,586170.0,474350.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54481,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR22550PE,PE,NIFTY30MAR2622550.00PE,,26000,,,,,,5,65,1459348200,-1,2,2255000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,125.0,Cash,,1,1,1801.0,65,0.0,2125.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55152,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30850CE,CE,NIFTY30MAR2630850.00CE,,26000,,,,,,5,65,1459348200,-1,2,3085000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54564,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24700CE,CE,NIFTY30MAR2624700.00CE,,26000,,,,,,5,65,1459348200,-1,2,2470000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,58755.0,Cash,,0,1,1801.0,65,264550.0,93405.0,24105.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54549,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24300PE,PE,NIFTY30MAR2624300.00PE,,26000,,,,,,5,65,1459348200,-1,2,2430000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,20310.0,Cash,,0,1,1801.0,65,620360.0,33425.0,7195.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54947,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR29250PE,PE,NIFTY30MAR2629250.00PE,,26000,,,,,,5,65,1459348200,-1,2,2925000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,425500.0,Cash,,1,1,1801.0,65,0.0,481415.0,369585.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54722,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26800CE,CE,NIFTY30MAR2626800.00CE,,26000,,,,,,5,65,1459348200,-1,2,2680000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,1750.0,Cash,,0,1,1801.0,65,534690.0,3800.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54547,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24250PE,PE,NIFTY30MAR2624250.00PE,,26000,,,,,,5,65,1459348200,-1,2,2425000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,19350.0,Cash,,0,1,1801.0,65,73840.0,31575.0,7125.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55026,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR29950CE,CE,NIFTY30MAR2629950.00CE,,26000,,,,,,5,65,1459348200,-1,2,2995000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54511,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23300PE,PE,NIFTY30MAR2623300.00PE,,26000,,,,,,5,65,1459348200,-1,2,2330000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,7755.0,Cash,,0,1,1801.0,65,159510.0,9755.0,5755.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54433,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR21350CE,CE,NIFTY30MAR2621350.00CE,,26000,,,,,,5,65,1459348200,-1,2,2135000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,361010.0,Cash,,1,1,1801.0,65,0.0,416920.0,305100.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54551,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24350PE,PE,NIFTY30MAR2624350.00PE,,26000,,,,,,5,65,1459348200,-1,2,2435000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,21570.0,Cash,,0,1,1801.0,65,43940.0,35605.0,7535.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54730,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR27050CE,CE,NIFTY30MAR2627050.00CE,,26000,,,,,,5,65,1459348200,-1,2,2705000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,1285.0,Cash,,0,1,1801.0,65,50245.0,3285.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62905,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR14000PE,PE,NIFTY30MAR2614000.00PE,,26000,,,,,,5,65,1459348200,-1,2,1400000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456936300,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54586,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25300CE,CE,NIFTY30MAR2625300.00CE,,26000,,,,,,5,65,1459348200,-1,2,2530000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,25635.0,Cash,,0,1,1801.0,65,646815.0,46755.0,4515.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54561,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR24600PE,PE,NIFTY30MAR2624600.00PE,,26000,,,,,,5,65,1459348200,-1,2,2460000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,28010.0,Cash,,0,1,1801.0,65,832390.0,47095.0,8925.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55126,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30450CE,CE,NIFTY30MAR2630450.00CE,,26000,,,,,,5,65,1459348200,-1,2,3045000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
38687,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR31450CE,CE,NIFTY30MAR2631450.00CE,,26000,,,,,,5,65,1459348200,-1,2,3145000.0,NSE,OPTIDX,1459348200,1452038400,1459348200,1452038400,0,0,0,0,0,,0,0,1456936297,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
45575,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR20400PE,PE,NIFTY30MAR2620400.00PE,,26000,,,,,,5,65,1459348200,-1,2,2040000.0,NSE,OPTIDX,1459348200,1452988800,1459348200,1452988800,0,0,0,0,0,,0,0,1456936298,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54671,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26450PE,PE,NIFTY30MAR2626450.00PE,,26000,,,,,,5,65,1459348200,-1,2,2645000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,147255.0,Cash,,0,1,1801.0,65,5330.0,199090.0,95420.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55035,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30200PE,PE,NIFTY30MAR2630200.00PE,,26000,,,,,,5,65,1459348200,-1,2,3020000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,519585.0,Cash,,1,1,1801.0,65,0.0,575500.0,463670.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54850,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR28300CE,CE,NIFTY30MAR2628300.00CE,,26000,,,,,,5,65,1459348200,-1,2,2830000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,20.0,Cash,,1,1,1801.0,65,0.0,2020.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
62927,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25000PE,PE,NIFTY30MAR2625000.00PE,,26000,,,,,,5,65,1459348200,-1,2,2500000.0,NSE,OPTIDX,1459348200,1427587200,1459348200,1427587200,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459348200.0,1459348200.0,,,,42255.0,Cash,,0,1,1801.0,65,5670940.0,70325.0,14185.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54517,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23450PE,PE,NIFTY30MAR2623450.00PE,,26000,,,,,,5,65,1459348200,-1,2,2345000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,8950.0,Cash,,0,1,1801.0,65,15535.0,11780.0,6120.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54626,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26100CE,CE,NIFTY30MAR2626100.00CE,,26000,,,,,,5,65,1459348200,-1,2,2610000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5480.0,Cash,,0,1,1801.0,65,646490.0,12930.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55132,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30550CE,CE,NIFTY30MAR2630550.00CE,,26000,,,,,,5,65,1459348200,-1,2,3055000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54611,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25650PE,PE,NIFTY30MAR2625650.00PE,,26000,,,,,,5,65,1459348200,-1,2,2565000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,80295.0,Cash,,0,1,1801.0,65,61230.0,122045.0,38545.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54534,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR23900CE,CE,NIFTY30MAR2623900.00CE,,26000,,,,,,5,65,1459348200,-1,2,2390000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,120955.0,Cash,,0,1,1801.0,65,5915.0,169880.0,72030.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54717,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR26650PE,PE,NIFTY30MAR2626650.00PE,,26000,,,,,,5,65,1459348200,-1,2,2665000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937323,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,174980.0,Cash,,0,1,1801.0,65,2405.0,228115.0,121845.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
54599,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR25600PE,PE,NIFTY30MAR2625600.00PE,,26000,,,,,,5,65,1459348200,-1,2,2560000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456937322,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,75965.0,Cash,,0,1,1801.0,65,927940.0,116805.0,35125.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
55134,XX,nse_fo,OPTIDX,NIFTY,NIFTY26MAR30600CE,CE,NIFTY30MAR2630600.00CE,,26000,,,,,,5,65,1459348200,-1,2,3060000.0,NSE,OPTIDX,1459348200,1451606400,1459348200,1451606400,0,0,0,0,0,,0,0,1456936299,,,,,,,,,,FO,,,,,,,1459296000.0,1459348200.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
